"NAME10_1","geo","college","publicassistance","poverty","unemployment","owneroccupied","vacancy","employment_access_index","job_diversity_index","jobchange","Total.Mathematics.Avg.Scale.Score","Total.Reading.Average.Scale.Score","inverse.pct"
"Bethlehem","3421",0.676606683804627,0.953158268275373,0.968772178850248,0.932386085252327,0.887550200803213,0.920313520574788,6270.65737818855,2344.72053494276,0.0823459716372612,266,255.4,0.9944552
"Bloomfield","4715",0.76605814739689,0.934357541899441,0.923184357541899,0.920907079646018,0.72863568215892,0.928062216461439,20923.2915381111,2406.62240627778,0.0897312494214679,261.7,257.3,0.9709558
"Bloomfield","4714",0.875502008032129,0.967817896389325,0.940345368916798,0.939435182034706,0.863687996970844,0.939181717655732,15080.9444206476,2374.75236714544,0.0897312494214679,261.7,257.3,0.9709558
"Bloomfield","4712",0.594505494505495,0.92770105605199,0.90982940698619,0.869118442401298,0.786874593892138,0.970820189274448,27392.5528612881,2589.37315586441,0.0897312494214679,261.7,257.3,0.9709558
"Bloomfield","4713",0.763608087091757,0.947265625,0.8974609375,0.944617514710973,0.706708595387841,0.959700093720712,25409.5974239626,2614.85449972959,0.0897312494214679,261.7,257.3,0.9709558
"Bloomfield","4711",0.527103768714507,0.857945425361156,0.93338683788122,0.868520263901979,0.861406025824964,0.908163265306122,27553.3159620302,2546.51633586753,0.0897312494214679,261.7,257.3,0.9709558
"Bolton","5291",0.70722977809592,0.976452905811623,0.968937875751503,0.918997107039537,0.861411953469715,0.908511606736459,8094.67751019893,2255.8677060165,0.0376470585362915,259,256,0.9925703
"Bozrah","7131",0.58491847826087,0.926108374384236,0.970443349753695,0.948264571054355,0.826677006591702,0.980676328502415,5836.52642666667,2558.6289,0.0223943425163291,245.2,248.5,0.9878188
"Branford","1846",0.889597957881302,0.962093862815884,0.954873646209386,0.946608040201005,0.918871252204586,0.87519747235387,9413.57948520548,2297.01294972603,0.0113898726849993,261.3,244.3,0.9698137
"Branford","1842",0.725090036014406,0.974287311347121,0.940190050307434,0.94484412470024,0.755938984746187,0.949071618037135,16742.1501257209,2686.24316681792,0.0113898726849993,261.3,244.3,0.9698137
"Branford","1843",0.701605709188225,0.927204853009799,0.956602893140457,0.92643780650914,0.757784644639886,0.949490474080638,14136.903588794,2724.56254916129,0.0113898726849993,261.3,244.3,0.9698137
"Branford","1841",0.718468468468468,0.9192,0.9668,0.910416666666667,0.467465437788018,0.925583117363939,15061.0204027323,2522.59471833201,0.0113898726849993,261.3,244.3,0.9698137
"Branford","1844",0.761517615176152,0.967320261437909,0.916339869281046,0.925040738728952,0.772865853658537,0.85906793935991,11599.3773740369,2541.60798963061,0.0113898726849993,261.3,244.3,0.9698137
"Branford","1847",0.714961161769672,0.941690962099125,0.90545605997501,0.902603100321732,0.821749654218534,0.967365028203062,14440.6822330679,2441.76634605366,0.0113898726849993,261.3,244.3,0.9698137
"Branford","1845",0.713375796178344,0.955913978494624,0.958064516129032,0.909015715467328,0.923177083333333,0.971786833855799,13382.7025637703,2361.50501110509,0.0113898726849993,261.3,244.3,0.9698137
"Bridgeport","2572",0.383295711060948,0.812217194570136,0.884615384615385,0.89070527790752,0.285677552069941,0.842439644218551,35995.1206533164,2705.44710975273,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","743",0.387622149837134,0.542999289267946,0.68727789623312,0.760061130922058,0.281288723667906,0.794018058690745,35041.6061455478,2525.49599665605,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","706",0.329368709972553,0.602903501280956,0.561058923996584,0.801354401805869,0.142775881683732,0.908456167571761,39043.4576866667,2703.62006211382,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","725",0.540169442009933,0.926424405563033,0.894571556751907,0.911104080987029,0.80239720326286,0.95706311721769,28389.3132387119,2836.19123399043,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","701",0.740625968391695,0.935,0.921666666666667,0.932152506754728,0.426052332195677,0.89086859688196,26270.3297871384,2423.97815698333,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","727",0.545709478407179,0.957207207207207,0.972972972972973,0.931150698122292,0.730387736699729,0.942675159235669,28136.2170907794,2699.67443072794,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","714",0.24484104852203,0.77264325323475,0.789279112754159,0.903984323971261,0.239817715750498,0.814759036144578,41102.6721957282,2752.03309548102,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","739",0.220251293422025,0.507095553453169,0.594134342478713,0.868287740628166,0.261921216309606,0.818111455108359,42200.1659630948,2781.62018261181,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","709",0.289877300613497,0.530695770804911,0.547066848567531,0.698689956331878,0.298429319371728,0.798474945533769,38013.8432220126,2694.11489566038,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","713",0.260286638927416,0.636862745098039,0.723921568627451,0.854395604395604,0.167010841507486,0.849433710859427,39935.8597772614,2670.36040084507,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","736",0.28774062816616,0.622613803230543,0.631424375917768,0.824503311258278,0.326333473330533,0.779176201372998,37338.61145,2671.27448204819,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","724",0.561881188118812,0.859391395592865,0.929695697796432,0.93452380952381,0.689279437609842,0.951097804391218,30319.986815362,2694.34959786988,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","721",0.669397116644823,0.894470240607851,0.905445335584635,0.946662507797879,0.592152627789777,0.895313681027967,34522.4408063352,2618.01935993524,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","726",0.600581549035157,0.936619718309859,0.841046277665996,0.84414372375175,0.771017383870048,0.966612641815235,26380.5579308994,2794.92376563291,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","744",0.351311232063335,0.701418439716312,0.720567375886525,0.792056074766355,0.285468404229162,0.82795067527892,31927.3211977295,2470.46826653819,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","710",0.370848708487085,0.6852487135506,0.811320754716981,0.734804142278253,0.256880733944954,0.878673700075358,34818.6604968222,2515.64755466472,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","712",0.32133072407045,0.586111111111111,0.673333333333333,0.850250341374602,0.195021560172481,0.842696629213483,39579.8459031207,2661.88738242027,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","720",0.427844882390337,0.84872471416007,0.771328056288478,0.878025628856194,0.462987886944818,0.819754866618601,37963.4302697992,2754.41597454393,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","711",0.363087537731781,0.737388724035608,0.742581602373887,0.793846153846154,0.363055922501101,0.822954822954823,38865.7620925437,2627.31501269043,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","738",0.348969438521677,0.460251046025105,0.616457461645746,0.744773519163763,0.190909090909091,0.843529411764706,39655.4939673145,2660.57818221068,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","716",0.263013698630137,0.432471264367816,0.415229885057471,0.776302349336057,0.0110356536502547,0.797250859106529,40900.5397055319,2730.34626710638,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","734",0.462031107044831,0.76536312849162,0.787011173184358,0.840201465201465,0.500116144018583,0.902331442974165,33785.5255825449,2693.39410735256,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","722",0.424960505529226,0.933680104031209,0.797139141742523,0.84160756501182,0.558009647118558,0.853496115427303,31148.9495619168,2703.85570169609,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","702",0.52886323268206,0.741139240506329,0.741772151898734,0.897567820392891,0.346465816917729,0.833333333333333,29299.9956043202,2398.98695767471,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","705",0.511086474501109,0.471990464839094,0.561382598331347,0.837037037037037,0.173689619732785,0.784845650140318,36313.7919489762,2728.34548804762,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","729",0.515864527629234,0.912326961107449,0.860250494396836,0.857660268018834,0.756173439626677,0.946941323345818,28923.2529817045,2599.76440963059,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","703",0.141732283464567,0.202380952380952,0.407738095238095,0.61491935483871,0,0.833746898263027,32313.45878,2567.417,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","723",0.40265067844746,0.824245939675174,0.824825986078886,0.903247863247863,0.526444405655437,0.893727319854847,31301.1305697532,2667.05775092113,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","731",0.473741007194245,0.734432234432234,0.742673992673993,0.888122048674174,0.504540867810293,0.848484848484849,26855.581224889,2566.92033600329,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","728",0.461904761904762,0.749486652977413,0.780287474332649,0.835346097201767,0.614527769061814,0.955839057899902,29226.7842411576,2667.46069817734,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","737",0.36178107606679,0.66647823629169,0.771622385528547,0.863856589147287,0.323376007586534,0.8845,34292.0787159455,2536.51514035963,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","719",0.288429476492164,0.617051013277428,0.686233403214535,0.853364269141531,0.23860967590418,0.838312829525483,37394.2769391718,2727.84354717046,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","735",0.3288859239493,0.683683683683684,0.722722722722723,0.814666666666667,0.394856770833333,0.755102040816326,38359.9657320212,2778.87817194175,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","730",0.674418604651163,0.900826446280992,0.909090909090909,0.886714727085479,0.614254624591948,0.969292389853137,27496.02116,2561.19694,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","732",0.45321992709599,0.884784520668426,0.890061565523307,0.91799709724238,0.712460063897764,0.918416801292407,30824.1782215405,2586.037500935,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","733",0.506231454005935,0.784026079869601,0.806845965770171,0.875842696629213,0.53449920508744,0.801960784313726,32684.1876624504,2566.36305649485,-0.0050451117559448,213.7,208.4,0.9578379
"Bridgeport","704",0.735849056603774,0.768722466960352,0.797356828193833,0.887096774193548,0.517370892018779,0.707165109034268,29525.34232,2640.99909,-0.0050451117559448,213.7,208.4,0.9578379
