blkgrp,households,residential_density,gross_hh_density,block_denstiy,intersection_density,employment_access_index,job_diversity_index,average_median_commute_distance,per_capita_income,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_ht_own,hh_type1_h_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_ht_own,hh_type2_h_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_ht_own,hh_type3_h_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_ht_own,hh_type4_h_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_ht_own,hh_type5_h_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_ht_own,hh_type6_h_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_ht_own,hh_type7_h_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_ht_own,hh_type8_h_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips
'090033301001',726,0.92503,0.03429,0.00444,0.01290,4551.91926,2262.31695,18.09730,31031.04693,66155.00000,2.46000,1.16270,51.68193,30.28831,52.51680,31.12318,40.86070,19.46708,21.39362,2.17805,29666.87220,11.04105,52924.00000,2.46000,1.16270,59.89236,34.66252,60.81142,35.58158,47.97991,22.75007,25.22984,2.09051,29116.42364,11.39384,99232.50000,4.00000,2.00000,40.83158,22.27598,41.29677,22.74118,34.80189,16.24629,18.55560,2.80466,39104.89329,17.34878,38150.00000,3.00000,1.00000,76.20013,43.17753,77.22589,44.20330,62.90464,29.88204,33.02259,1.98453,29000.29882,10.56115,11139.00000,1.00000,1.00000,192.88891,119.84547,194.23924,121.19580,175.38656,102.34312,73.04344,1.32618,18919.70404,12.50749,53784.55285,1.00000,1.00000,57.72985,38.48863,59.06403,39.82280,40.43690,21.19568,19.24122,1.68884,21382.28893,10.01813,26892.27642,1.00000,1.00000,92.89991,58.35440,94.13148,59.58597,76.93686,42.39135,34.54551,1.52919,20298.20059,11.11401,52924.00000,2.00000,0.00000,58.61974,38.76328,59.94852,40.09205,41.39679,21.54032,19.85647,1.72127,21645.64070,1.74465
'090034001001',927,1.30310,0.73791,0.05413,0.08836,20975.96115,2003.80197,8.07746,34039.11290,66155.00000,2.46000,1.16270,43.17623,26.00554,45.12537,27.95467,36.94958,19.77888,17.17070,1.89012,21124.44775,35.49219,52924.00000,2.46000,1.16270,49.97194,29.87359,52.12332,32.02496,43.09922,23.00087,20.09836,1.80953,20587.43715,35.94157,99232.50000,4.00000,2.00000,35.17691,19.60541,36.36235,20.79085,31.38993,15.81842,15.57151,2.55697,29106.63244,24.40309,38150.00000,3.00000,1.00000,63.20645,37.40207,65.56045,39.75608,55.68642,29.88204,25.80438,1.70956,19919.40053,40.20542,11139.00000,1.00000,1.00000,170.34396,116.70125,174.83850,121.19580,155.98582,102.34312,53.64270,1.06440,12412.69340,37.92615,53784.55285,1.00000,1.00000,46.93268,32.20114,50.37773,35.64619,35.92722,21.19568,14.73155,1.37796,14780.45809,34.75523,26892.27642,1.00000,1.00000,77.02249,50.98748,79.71334,53.67833,68.42636,42.39135,26.03501,1.23992,13738.11186,36.15115,52924.00000,2.00000,0.00000,46.59523,32.07128,49.57388,35.04992,37.07974,22.55579,14.52396,1.37594,13572.59448,53.09911
'090034001002',954,1.58283,1.11840,0.04338,0.12075,18432.61893,1899.99246,8.73298,33607.81250,66155.00000,2.46000,1.16270,47.69879,30.37334,50.36482,33.03937,31.38429,14.05884,17.32545,1.90076,21516.32511,18.08694,52924.00000,2.46000,1.16270,55.12327,34.83377,58.14579,37.85629,36.62725,16.33776,20.28949,1.82045,20977.34059,18.59807,99232.50000,4.00000,2.00000,38.49335,22.79297,40.35236,24.65198,27.11735,11.41697,15.70038,2.57790,29441.78923,6.08774,38150.00000,3.00000,1.00000,69.30304,43.30182,72.98835,46.98713,46.75116,20.74994,26.00122,1.71721,20251.33043,21.58881,11139.00000,1.00000,1.00000,167.00042,112.11670,176.07952,121.19580,111.44176,56.55804,54.88372,1.07801,12933.38071,24.14283,53784.55285,1.00000,1.00000,53.18574,38.20054,57.06119,42.07600,29.47025,14.48506,14.98520,1.38957,15315.07368,20.53621,26892.27642,1.00000,1.00000,84.32126,57.77968,89.93502,63.39344,49.96838,23.42680,26.54158,1.25242,14266.59589,22.12393,52924.00000,2.00000,0.00000,52.23116,37.65249,55.82605,41.24737,30.23262,15.65394,14.57868,1.36892,13926.63453,34.13230
'090034001003',1018,0.99740,0.37520,0.03391,0.06524,21383.62376,1942.60542,8.86468,30304.88722,66155.00000,2.46000,1.16270,48.99228,31.26698,52.80369,35.07838,33.96870,16.24340,17.72530,1.92331,22315.22411,35.23507,52924.00000,2.46000,1.16270,56.62790,35.85454,60.92990,40.15654,39.67050,18.89714,20.77336,1.84189,21774.28661,35.60775,99232.50000,4.00000,2.00000,39.40647,23.36426,42.04319,26.00098,29.01319,12.97099,16.04221,2.59785,30648.49364,23.83150,38150.00000,3.00000,1.00000,71.39804,44.64147,76.58258,49.82600,50.96191,24.20533,26.75658,1.74083,21186.65618,38.78626,11139.00000,1.00000,1.00000,188.68879,132.86827,203.94872,148.12820,128.53801,72.71748,55.82053,1.08798,13209.77406,39.22238,53784.55285,1.00000,1.00000,54.33530,39.09259,60.02483,44.78213,31.90860,16.66589,15.24270,1.40742,15605.24757,36.59275,26892.27642,1.00000,1.00000,86.75806,59.76274,94.27821,67.28289,57.11549,30.12017,26.99532,1.26680,14550.70326,37.75038,52924.00000,2.00000,0.00000,54.11272,39.03387,59.29277,44.21393,33.69427,18.61542,15.07885,1.40235,14558.01770,51.48743
'090034002001',772,1.03466,0.47483,0.01599,0.04859,17498.67098,1872.04343,8.39166,33094.27481,66155.00000,2.46000,1.16270,55.43222,37.39467,57.38237,39.34482,33.48525,15.44770,18.03755,1.94787,22920.31231,26.76917,52924.00000,2.46000,1.16270,63.96364,42.81048,66.17177,45.01861,39.11342,17.96027,21.15315,1.86636,22374.70599,27.15180,99232.50000,4.00000,2.00000,44.08474,27.88710,45.44146,29.24383,28.81624,12.61860,16.19764,2.61585,31119.45443,14.83997,38150.00000,3.00000,1.00000,80.38559,53.11356,83.07304,55.80101,50.14110,22.86907,27.27203,1.76605,21776.14282,30.11821,11139.00000,1.00000,1.00000,237.25063,179.51561,246.26182,188.52680,135.83898,78.10396,57.73502,1.11408,13872.41338,31.57165,53784.55285,1.00000,1.00000,63.07554,47.40665,65.85065,50.18176,31.84454,16.17565,15.66889,1.43416,16300.83076,28.87176,26892.27642,1.00000,1.00000,102.17231,74.35683,105.90481,78.08934,60.16677,32.35130,27.81548,1.29325,15231.78377,30.06031,52924.00000,2.00000,0.00000,62.37801,46.80688,65.01352,49.44239,32.71809,17.14696,15.57113,1.43541,15300.51845,43.15118
'090034002002',814,0.76588,0.24161,0.01276,0.03384,13991.99694,2034.42724,8.30446,34042.26804,66155.00000,2.46000,1.16270,56.65098,38.05224,56.65098,38.05224,32.45287,13.85413,18.59874,1.99005,23967.84661,27.06274,52924.00000,2.46000,1.16270,65.35116,43.51977,65.35116,43.51977,37.95966,16.12827,21.83139,1.90723,23421.14884,27.36905,99232.50000,4.00000,2.00000,44.76175,28.15027,44.76175,28.15027,27.79750,11.18602,16.61149,2.65120,32475.13050,16.50451,38150.00000,3.00000,1.00000,82.18108,53.94697,82.18108,53.94697,48.90901,20.67490,28.23411,1.80748,22889.09331,30.18762,11139.00000,1.00000,1.00000,185.26091,125.21551,185.26091,125.21551,101.32382,41.27842,60.04540,1.14757,14603.02258,30.61786,53784.55285,1.00000,1.00000,64.83960,48.60978,64.83960,48.60978,30.35384,14.12402,16.22982,1.47690,17039.14134,28.45648,26892.27642,1.00000,1.00000,101.67440,72.81967,101.67440,72.81967,51.50113,22.64639,28.85474,1.33192,15966.70402,29.40797,52924.00000,2.00000,0.00000,64.40610,48.13928,64.40610,48.13928,31.94677,15.67995,16.26682,1.49066,16151.58445,42.02331
'090034002003',398,0.82529,0.12635,0.00667,0.02000,12784.52915,2157.00205,8.97103,42818.18182,66155.00000,2.46000,1.16270,49.01182,30.01279,49.49110,30.49206,32.14997,13.15093,18.99904,2.00577,24967.03713,28.63621,52924.00000,2.46000,1.16270,56.67280,34.35402,57.18202,34.86325,38.75745,16.43867,22.31878,1.92193,24417.80409,28.96034,99232.50000,4.00000,2.00000,38.97639,22.08946,39.35505,22.46812,25.65422,8.76729,16.88693,2.65850,33659.03109,19.79977,38150.00000,3.00000,1.00000,71.63520,42.68525,72.20028,43.25033,51.75467,22.80472,28.94995,1.82080,23996.00669,31.52086,11139.00000,1.00000,1.00000,207.88955,146.19285,209.82489,148.12820,139.80065,78.10396,61.69669,1.16196,15257.90082,31.88181,53784.55285,1.00000,1.00000,54.96702,38.33726,55.59694,38.96718,32.80541,16.17565,16.62976,1.49844,17711.90887,29.59467,26892.27642,1.00000,1.00000,90.14964,60.55427,90.95128,61.35591,61.94667,32.35130,29.59537,1.35031,16631.59626,30.60152,52924.00000,2.00000,0.00000,55.02258,38.19165,55.64088,38.80996,33.26959,16.43867,16.83092,1.51648,17166.72600,41.28063
'090034003001',397,2.70858,1.17843,0.07124,0.20778,25538.58339,2276.26793,8.56028,37993.54839,66155.00000,2.46000,1.16270,42.57146,26.19306,43.50363,27.12523,37.62951,21.25111,16.37840,1.82085,19797.11152,39.92107,52924.00000,2.46000,1.16270,49.37099,30.23200,50.26199,31.12300,44.64727,25.50828,19.13899,1.74125,19262.87329,40.62707,99232.50000,4.00000,2.00000,34.64802,19.63071,35.21447,20.19716,31.64492,16.62762,15.01730,2.49166,27580.10194,29.27362,38150.00000,3.00000,1.00000,62.63159,38.20645,63.16347,38.73833,59.81177,35.38663,24.42514,1.63477,18547.80908,45.60648,11139.00000,1.00000,1.00000,171.40976,121.19580,171.40976,121.19580,171.40976,121.19580,50.21396,1.01428,11316.25897,43.21785,53784.55285,1.00000,1.00000,46.94990,33.01185,48.44223,34.50418,39.03820,25.10014,13.93805,1.32085,13664.46139,38.23621,26892.27642,1.00000,1.00000,76.42468,51.89080,76.74355,52.20967,74.73416,50.20029,24.53388,1.18589,12630.72693,40.42924,52924.00000,2.00000,0.00000,46.06866,32.59927,47.40618,33.93679,38.97767,25.50828,13.46939,1.28710,12357.17451,57.45101
'090034003002',480,1.74858,1.74084,0.09792,0.22123,22726.02539,2134.24983,8.53272,31769.20000,66155.00000,2.46000,1.16270,47.24826,30.51153,47.78010,31.04337,37.14335,20.40662,16.73673,1.86818,20152.28497,29.07262,52924.00000,2.46000,1.16270,54.68195,35.10761,55.18718,35.61284,45.08261,25.50828,19.57434,1.78886,19621.77133,29.61725,99232.50000,4.00000,2.00000,38.01389,22.68544,38.49184,23.16339,28.93287,13.60441,15.32845,2.55126,28064.94872,18.17853,38150.00000,3.00000,1.00000,68.80626,43.82500,69.25039,44.26912,60.36790,35.38663,24.98127,1.68578,18807.76867,33.87244,11139.00000,1.00000,1.00000,198.86631,146.78158,200.21293,148.12820,173.28053,121.19580,52.08473,1.05031,11823.30468,32.34605,53784.55285,1.00000,1.00000,53.15010,38.82331,53.87237,39.54558,39.42693,25.10014,14.32679,1.35495,14145.22586,28.50303,26892.27642,1.00000,1.00000,86.10425,60.79813,86.66203,61.35591,75.50641,50.20029,25.30613,1.22084,13123.06103,30.19482,52924.00000,2.00000,0.00000,51.75479,38.03169,52.41392,38.69081,39.23138,25.50828,13.72311,1.32677,12385.54913,46.12542
'090034003003',246,1.69538,1.50352,0.08557,0.30559,21483.21812,2026.38223,7.16899,26971.48594,66155.00000,2.46000,1.16270,50.22660,33.22087,50.22660,33.22087,34.94190,17.93618,17.00572,1.89216,20600.63353,26.33624,52924.00000,2.46000,1.16270,58.01247,38.11245,58.01247,38.11245,40.74417,20.84415,19.90002,1.81254,20068.46800,26.87035,99232.50000,4.00000,2.00000,40.34562,24.77031,40.34562,24.77031,29.92812,14.35281,15.57531,2.58478,28681.70861,12.58682,38150.00000,3.00000,1.00000,72.76939,47.38294,72.76939,47.38294,51.92918,26.54273,25.38645,1.70722,19223.46322,31.46570,11139.00000,1.00000,1.00000,174.58336,121.19580,174.58336,121.19580,106.90650,53.51893,53.38756,1.07058,12221.06850,30.48151,53784.55285,1.00000,1.00000,56.95810,42.33181,56.95810,42.33181,33.16431,18.53802,14.62629,1.37733,14554.64570,26.71278,26892.27642,1.00000,1.00000,89.90464,64.03004,89.90464,64.03004,55.43851,29.56390,25.87460,1.24229,13527.34961,28.37186,52924.00000,2.00000,0.00000,55.32628,41.44048,55.32628,41.44048,34.25733,20.37152,13.88581,1.33792,12609.39498,47.00511
'090034003004',727,1.06547,0.97328,0.03079,0.11246,18653.57336,1937.59073,7.96773,34886.95652,66155.00000,2.46000,1.16270,46.68817,29.09551,48.45107,30.85841,23.32106,5.72840,17.59266,1.93504,21731.68177,23.91659,52924.00000,2.46000,1.16270,53.93169,33.32172,55.94331,35.33334,27.26784,6.65786,20.60997,1.85458,21190.04285,24.30732,99232.50000,4.00000,2.00000,37.64151,21.71789,38.93246,23.00884,20.53009,4.60648,15.92362,2.61533,29822.02873,11.18961,38150.00000,3.00000,1.00000,67.76636,41.32845,70.24299,43.80509,34.93886,8.50095,26.43791,1.75417,20431.59280,27.63493,11139.00000,1.00000,1.00000,169.96070,114.01630,177.14020,121.19580,74.79708,18.85268,55.94440,1.10358,13094.20263,28.54975,53784.55285,1.00000,1.00000,52.23603,36.99785,54.58398,39.34580,21.11424,5.87606,15.23818,1.41624,15494.62542,25.79274,26892.27642,1.00000,1.00000,82.67880,55.66281,86.17099,59.15500,36.39016,9.37417,27.01598,1.27860,14437.90231,27.00644,52924.00000,2.00000,0.00000,51.15488,36.31916,53.40436,38.56864,21.33820,6.50249,14.83571,1.40562,13922.36853,41.74868
'090034003005',418,1.24417,1.05557,0.05808,0.15152,17841.40405,2005.15524,8.67232,33071.47239,66155.00000,2.46000,1.16270,48.75397,31.36175,49.13585,31.74363,34.62447,17.23226,17.39222,1.91215,21459.40402,31.84028,52924.00000,2.46000,1.16270,59.57139,39.20219,60.04874,39.67954,41.90952,21.54032,20.36920,1.83170,20923.06881,32.27570,99232.50000,4.00000,2.00000,38.80104,23.02812,39.11293,23.34001,27.26109,11.48817,15.77292,2.58684,29551.73218,22.46862,38150.00000,3.00000,1.00000,80.50454,54.38367,81.16675,55.04587,56.00292,29.88204,26.12088,1.73100,20178.54304,36.07596,11139.00000,1.00000,1.00000,241.24077,186.25881,243.50877,188.52680,157.32509,102.34312,54.98197,1.08462,12840.04191,34.05785,53784.55285,1.00000,1.00000,54.46566,39.45410,54.95913,39.94757,36.20724,21.19568,15.01156,1.39716,15203.04101,30.98545,26892.27642,1.00000,1.00000,103.73917,77.14992,104.67859,78.08934,68.98061,42.39135,26.58925,1.25957,14162.79270,32.33799,52924.00000,2.00000,0.00000,53.82556,39.20219,54.30291,39.67954,36.16369,21.54032,14.62337,1.38796,13652.97489,46.87801
'090034003006',316,1.13988,0.16113,0.01071,0.03416,17700.47257,2037.22116,10.22860,36224.48980,66155.00000,2.46000,1.16270,55.43768,37.02251,55.43768,37.02251,34.91189,16.49672,18.41517,1.95547,23961.54057,34.73151,52924.00000,2.46000,1.16270,63.96665,42.35393,63.96665,42.35393,40.83057,19.21785,21.61272,1.87259,23414.07435,35.14129,99232.50000,4.00000,2.00000,43.81333,27.32335,43.81333,27.32335,29.91498,13.42500,16.48998,2.61472,32495.58206,26.61347,38150.00000,3.00000,1.00000,80.54334,52.56641,80.54334,52.56641,52.53731,24.56038,27.97693,1.76978,22987.77091,37.82770,11139.00000,1.00000,1.00000,207.01030,148.12820,207.01030,148.12820,108.41981,49.53771,58.88210,1.11955,14367.51607,38.15808,53784.55285,1.00000,1.00000,63.23845,47.26453,63.23845,47.26453,32.84191,16.86799,15.97392,1.44930,16809.05719,35.26656,26892.27642,1.00000,1.00000,99.22441,70.86598,99.22441,70.86598,55.46234,27.10391,28.35843,1.30414,15734.23282,36.53948,52924.00000,2.00000,0.00000,63.09089,47.00592,63.09089,47.00592,34.45585,18.37088,16.08497,1.45280,16310.57001,46.55375
'090034051001',610,3.00459,2.44759,0.14044,0.28488,20748.88649,2518.62080,10.70350,28766.41221,66155.00000,2.46000,1.16270,41.80940,25.52575,51.46165,35.17800,30.50837,14.22471,16.28365,1.80990,19735.85937,30.28528,52924.00000,2.46000,1.16270,48.45821,29.42704,59.44020,40.40903,35.60029,16.56912,19.03117,1.73084,19210.34963,31.03264,99232.50000,4.00000,2.00000,34.42869,19.45033,41.22920,26.25083,26.46653,11.48817,14.97836,2.48629,27518.35116,23.13891,38150.00000,3.00000,1.00000,61.07327,36.85031,74.57158,50.34862,45.26921,21.04625,24.22296,1.62326,18412.07122,34.82472,11139.00000,1.00000,1.00000,161.17414,110.90850,198.39383,148.12820,117.59663,67.33100,50.26564,1.00697,11494.80285,34.30052,53784.55285,1.00000,1.00000,44.79254,30.89962,58.62850,44.73558,28.59314,14.70022,13.89292,1.30976,13781.41581,29.02701,26892.27642,1.00000,1.00000,73.97962,49.48672,92.42626,67.93335,52.38196,27.88905,24.49291,1.17646,12774.79449,31.34853,52924.00000,2.00000,0.00000,44.06887,30.86145,57.02099,43.81357,28.90429,15.69686,13.20743,1.26635,12113.71062,41.89582
'090034051002',753,2.01020,1.92871,0.05891,0.21516,21573.97866,2459.42274,8.30540,31565.80087,66155.00000,2.46000,1.16270,42.69865,26.02460,48.60346,31.92941,33.16485,16.49079,16.67405,1.85927,20096.55057,31.99678,52924.00000,2.46000,1.16270,49.45164,29.95464,56.11269,36.61569,38.69681,19.19981,19.49700,1.77998,19560.35425,32.59039,99232.50000,4.00000,2.00000,35.13815,19.87123,39.10709,23.84017,28.72997,13.46304,15.26692,2.53838,27987.28277,20.67614,38150.00000,3.00000,1.00000,62.30326,37.44214,70.36203,45.50092,49.29169,24.43057,24.86112,1.67619,18725.96642,36.89761,11139.00000,1.00000,1.00000,141.44994,89.57327,158.56194,106.68527,113.82119,61.94452,51.87667,1.04533,11770.24784,35.89405,53784.55285,1.00000,1.00000,45.86076,31.56697,54.93008,40.63629,31.21759,16.92380,14.29379,1.34975,14132.26687,31.70543,26892.27642,1.00000,1.00000,73.52194,48.29008,86.61846,61.38660,52.37652,27.14466,25.23185,1.21574,13092.45001,33.54936,52924.00000,2.00000,0.00000,45.20171,31.53219,53.46460,39.79508,31.86058,18.19106,13.66952,1.32059,12337.47934,49.41373
'090034052001',281,2.15369,1.61738,0.18419,0.29930,19037.62997,2295.43046,9.96334,27723.89937,66155.00000,2.46000,1.16270,44.49715,27.80323,45.91746,29.22354,37.24124,20.54732,16.69392,1.84765,20393.90445,27.05089,52924.00000,2.46000,1.16270,51.51778,31.98944,53.09768,33.56935,43.44651,23.91818,19.52834,1.76788,19872.79962,27.66958,99232.50000,4.00000,2.00000,36.19306,20.85663,37.07961,21.74317,31.66397,16.32753,15.33644,2.52997,28480.41099,19.48684,38150.00000,3.00000,1.00000,64.90320,39.98177,66.74856,41.82713,55.47585,30.55442,24.92143,1.66153,19103.33839,31.45218,11139.00000,1.00000,1.00000,169.93933,118.10959,173.02553,121.19580,154.17285,102.34312,51.82973,1.03274,11960.31065,30.06230,53784.55285,1.00000,1.00000,48.87845,34.62457,51.49671,37.24283,35.50257,21.24869,14.25389,1.34050,14215.84196,25.69669,26892.27642,1.00000,1.00000,79.41362,54.23752,81.73245,56.55634,67.56746,42.39135,25.17610,1.20502,13222.90353,27.61854,52924.00000,2.00000,0.00000,47.97417,34.38225,50.10535,36.51343,37.08664,23.49472,13.59192,1.30280,12490.96469,39.53214
'090034052002',727,2.28673,2.24585,0.08341,0.21933,19834.49717,2224.80371,9.53501,31033.18777,66155.00000,2.46000,1.16270,44.18124,27.44602,46.42802,29.69279,31.16254,14.42731,16.73522,1.85560,20451.05691,13.25441,52924.00000,2.46000,1.16270,51.10064,31.52428,53.64458,34.06822,36.36004,16.78368,19.57636,1.77634,19918.59098,13.89536,99232.50000,4.00000,2.00000,35.75534,20.44153,37.50921,22.19540,25.59270,10.27889,15.31381,2.54015,28272.01900,2.19533,38150.00000,3.00000,1.00000,64.21355,39.25955,67.31287,42.35887,46.25486,21.30087,24.95400,1.67007,19095.62542,16.91341,11139.00000,1.00000,1.00000,166.51235,114.06075,173.64739,121.19580,125.16907,72.71748,52.45160,1.04367,12175.21248,19.99023,53784.55285,1.00000,1.00000,48.82402,34.42828,52.16659,37.77086,29.45582,15.06009,14.39573,1.34787,14510.90936,15.46758,26892.27642,1.00000,1.00000,78.61831,53.17061,82.59637,57.14866,55.56788,30.12017,25.44770,1.21395,13482.68014,17.45856,52924.00000,2.00000,0.00000,47.54597,33.84162,50.63703,36.93268,29.63515,15.93080,13.70435,1.30667,12770.89421,27.91416
'090034052003',413,2.85318,2.43241,0.11190,0.26503,20169.73661,2060.15984,8.61218,22659.67078,66155.00000,2.46000,1.16270,41.68735,25.21196,50.96463,34.48924,29.67842,13.20304,16.47539,1.82420,20123.89925,24.60007,52924.00000,2.46000,1.16270,48.29386,29.02949,58.86564,39.60127,34.60928,15.34490,19.26437,1.74507,19595.13336,25.32668,99232.50000,4.00000,2.00000,34.32994,19.24802,40.87137,25.78945,25.86242,10.78050,15.08192,2.50303,27765.92503,13.20105,38150.00000,3.00000,1.00000,61.60090,37.06420,73.83180,49.29510,45.76868,21.23198,24.53670,1.63753,18789.33338,29.37826,11139.00000,1.00000,1.00000,166.69506,115.26154,199.56172,148.12820,124.15100,72.71748,51.43352,1.01925,11949.74891,30.34787,53784.55285,1.00000,1.00000,45.44986,31.29827,57.99437,43.84278,29.21167,15.06009,14.15159,1.32249,14259.33777,25.22085,26892.27642,1.00000,1.00000,75.63074,50.63934,91.48246,66.49105,55.11158,30.12017,24.99140,1.18899,13242.60191,27.47789,52924.00000,2.00000,0.00000,44.34080,30.84784,56.34818,42.85521,28.79793,15.30497,13.49296,1.27841,12646.53126,41.16976
'090034052004',457,2.91102,1.98941,0.12189,0.27425,20524.96818,2179.09379,9.23306,23108.58369,66155.00000,2.46000,1.16270,40.36945,23.91233,44.00303,27.54591,34.87916,18.42203,16.45712,1.82240,20088.22165,26.47491,52924.00000,2.46000,1.16270,46.81032,27.56921,50.87494,31.63382,40.66873,21.42762,19.24111,1.74305,19560.63815,27.20954,99232.50000,4.00000,2.00000,32.87292,17.78849,35.64201,20.55759,28.68884,13.60441,15.08443,2.49924,27828.97872,16.76305,38150.00000,3.00000,1.00000,59.02912,34.51073,63.91896,39.40057,51.64062,27.12224,24.51838,1.63510,18785.38779,31.32683,11139.00000,1.00000,1.00000,143.81246,92.68989,153.46569,102.34312,129.22653,78.10396,51.12257,1.01744,11807.87127,31.20302,53784.55285,1.00000,1.00000,42.78611,28.69181,49.12371,35.02942,33.21006,19.11577,14.09429,1.32226,14109.11701,26.01937,26892.27642,1.00000,1.00000,69.73876,44.86763,78.02230,53.15117,57.22243,32.35130,24.87113,1.18807,13096.05399,28.30133,52924.00000,2.00000,0.00000,42.19164,28.72970,47.77563,34.31369,33.75429,20.29235,13.46194,1.27880,12558.71483,41.38122
'090034053001',665,2.94817,2.93694,0.07066,0.18549,19554.00807,2208.49228,8.49496,20500.43860,66155.00000,2.46000,1.16270,38.15385,21.85194,44.69699,28.39509,27.89703,11.59512,16.30191,1.81666,19701.58851,24.39512,52924.00000,2.46000,1.16270,44.19187,25.14274,51.63031,32.58118,32.53162,13.48248,19.04913,1.73772,19167.26260,25.13485,99232.50000,4.00000,2.00000,31.57701,16.70935,36.14414,21.27648,24.41773,9.55007,14.86766,2.48306,27088.99680,13.37340,38150.00000,3.00000,1.00000,55.61373,31.35952,64.76548,40.51127,41.26774,17.01353,24.25421,1.63261,18344.24828,29.40033,11139.00000,1.00000,1.00000,138.31982,87.54229,171.97333,121.19580,85.56567,34.78813,50.77753,1.01567,11658.72965,29.63591,53784.55285,1.00000,1.00000,40.71339,26.69120,50.08343,36.06124,26.02522,12.00304,14.02218,1.31763,14007.55083,24.41632,26892.27642,1.00000,1.00000,65.51549,40.78569,79.30159,54.57179,43.90484,19.17503,24.72980,1.18470,12973.54398,26.71411,52924.00000,2.00000,0.00000,39.87831,26.39035,48.71010,35.22215,26.03387,12.54592,13.48795,1.28749,12478.92331,40.91116
'090034053002',703,2.93893,2.93893,0.05435,0.24665,20066.43933,2099.09736,8.19687,23542.42424,66155.00000,2.46000,1.16270,41.54466,25.02564,45.24414,28.72511,34.75732,18.23830,16.51902,1.83026,20188.81294,17.73041,52924.00000,2.46000,1.16270,48.12375,28.80843,52.27310,32.95777,40.51105,21.19573,19.31532,1.75137,19651.84022,18.46887,99232.50000,4.00000,2.00000,34.39271,19.29303,36.63384,21.53416,30.28096,15.18128,15.09968,2.51130,27745.81425,4.39496,38150.00000,3.00000,1.00000,60.49949,35.92292,65.54912,40.97255,51.23505,26.65849,24.57657,1.64359,18799.45294,22.25109,11139.00000,1.00000,1.00000,155.93781,104.09392,173.03969,121.19580,124.56137,72.71748,51.84390,1.02656,12082.77304,25.23504,53784.55285,1.00000,1.00000,44.51714,30.26528,50.72804,36.47618,33.12216,18.87030,14.25186,1.32815,14450.27046,20.02436,26892.27642,1.00000,1.00000,71.52318,46.34527,80.36675,55.18884,55.29808,30.12017,25.17791,1.19538,13408.04189,22.31823,52924.00000,2.00000,0.00000,43.44483,29.90665,49.14895,35.61078,32.97960,19.44143,13.53818,1.28087,12747.11719,35.78615
'090034053003',670,3.34808,3.34808,0.06496,0.24486,19754.84897,2162.24868,10.05840,27002.47525,66155.00000,2.46000,1.16270,41.03392,24.65695,45.71817,29.34120,35.07936,18.70240,16.37696,1.81816,19954.11349,16.65727,52924.00000,2.46000,1.16270,47.56677,28.42333,52.81933,33.67589,40.88979,21.74635,19.14344,1.73941,19418.90148,17.44897,99232.50000,4.00000,2.00000,33.27845,18.30623,36.97721,22.00499,28.57664,13.60441,14.97222,2.49471,27416.56703,6.81442,38150.00000,3.00000,1.00000,59.83856,35.49398,66.23197,41.88740,51.71133,27.36676,24.34457,1.63114,18578.27096,20.75257,11139.00000,1.00000,1.00000,131.03933,79.77151,149.61434,98.34652,107.42703,56.15921,51.26782,1.01919,11894.84187,23.61390,53784.55285,1.00000,1.00000,43.49196,29.37488,51.35576,37.23868,33.49560,19.37852,14.11708,1.31981,14249.91544,18.02760,26892.27642,1.00000,1.00000,70.12172,45.19773,81.32502,56.40104,55.88022,30.95624,24.92399,1.18747,13213.15614,20.48682,52924.00000,2.00000,0.00000,42.56380,29.14256,49.77032,36.34908,33.40296,19.98172,13.42124,1.27204,12625.14020,30.03513
