"geo","NAME10_1","college","publicassistance","poverty","unemployment","owneroccupied","commutetime","vacancy","jobchange","Total.Mathematics.Avg.Scale.Score","Total.Reading.Average.Scale.Score","employment_access_index","job_diversity_index"
"113","Greenwich",0.602123356926188,0.950432730133753,0.959087332808812,0.932518115942029,0.389470782800441,-25.2477829942619,0.926384839650146,-0.0110535700331749,276.1,262.1,37935.0379512332,2079.67154608371
"1201","Derby",0.608978145304194,0.943489881634212,0.938526155021,0.931053655824298,0.814918491684505,-26.8609375,0.905288627722088,-0.0259375739068681,242.2,230.5,19045.400492892,2382.806879736
"1202","Derby",0.514161849710983,0.815217391304348,0.822204968944099,0.837551020408163,0.414119804400978,-22.5210792580101,0.884615384615385,-0.0259375739068681,242.2,230.5,20105.9003758327,2454.6180010671
"1251","Ansonia",0.563137254901961,0.971951219512195,0.948780487804878,0.943918150814703,0.932845458458889,-23.596,0.979689366786141,0.0471973687280353,235.1,225.1,17214.3157579199,2478.84083880377
"1252","Ansonia",0.50471554609066,0.804303694681283,0.854242793341453,0.899672846237732,0.516880093131548,-23.6638513513514,0.96135831381733,0.0471973687280353,235.1,225.1,16333.5577670574,2436.659341461
"1253","Ansonia",0.52461599054746,0.767419038272817,0.851324828263003,0.899782135076253,0.390076194015982,-22.0978260869565,0.915955056179775,0.0471973687280353,235.1,225.1,17121.3080515985,2452.60116391462
"1254","Ansonia",0.456593406593407,0.786117836965295,0.770782889426957,0.903740036787247,0.614827018121911,-23.6734028683181,0.905040175310446,0.0471973687280353,235.1,225.1,14439.0119602615,2392.92432326923
"1301.01","Seymour",0.651086956521739,0.944024205748865,0.960665658093797,0.937976437976438,0.814978902953587,-33.0714575720666,0.940256045519203,0.0300116199062386,252.9,233.8,11960.0592211304,2276.68963886465
"1301.02","Seymour",0.540477577169482,0.955595026642984,0.909413854351687,0.877950489349453,0.69248670212766,-25.5555555555556,0.924466338259442,0.0300116199062386,252.9,233.8,12378.8215356522,2280.59045521739
"1302","Seymour",0.633850733574314,0.972534332084894,0.910736579275905,0.944791260241904,0.882277745496804,-27.8270184934596,0.965060240963855,0.0300116199062386,252.9,233.8,11169.1566058513,2319.88437647203
"1401","New Haven",0.862111043319097,0.911818738518065,0.767299448867116,0.899280575539568,0.0385457731055629,-15.3063829787234,0.801275760549558,0.0338043351426293,220.4,213.9,79563.13505,4262.48711
"1402","New Haven",0.169260700389105,0.404970760233918,0.516081871345029,0.662686567164179,0.0362844702467344,-19.0648854961832,0.891786179921773,0.0338043351426293,220.4,213.9,64729.17271,3713.8406
"1403","New Haven",0.378787878787879,0.516216216216216,0.678378378378378,0.63773965691221,0.107334525939177,-37.2551724137931,0.814081408140814,0.0338043351426293,220.4,213.9,69635.02359223,3917.52804499299
"1404","New Haven",0.331422615945805,0.658612626656274,0.629773967264224,0.76910390324354,0.188840021990104,-22.3958333333333,0.899719495091164,0.0338043351426293,220.4,213.9,51102.0581607084,3741.60187711697
"1405","New Haven",0.235883905013193,0.472924187725632,0.634476534296029,0.842490842490842,0.27029752899647,-24.475721323012,0.828101644245142,0.0338043351426293,220.4,213.9,61254.9679350315,3927.78030843384
"1406","New Haven",0.419213973799127,0.430298719772404,0.576813655761024,0.833700440528634,0.233187322854934,-23.3425605536332,0.749466950959488,0.0338043351426293,220.4,213.9,66903.2399071624,3887.77794336925
"1407","New Haven",0.564922093487815,0.707882534775889,0.632148377125193,0.923489278752437,0.0885019083969466,-22.1154828819622,0.892413793103448,0.0338043351426293,220.4,213.9,72520.9403484028,4322.74545297222
"1408","New Haven",0.476029055690073,0.687250996015936,0.732403718459495,0.810825013137152,0.231222385861561,-24.1844729344729,0.842281879194631,0.0338043351426293,220.4,213.9,58005.722942879,4121.57791188456
"1409","New Haven",0.531907308377897,0.720820189274448,0.852786540483701,0.846975088967971,0.267638943634214,-22.2087475149105,0.872077028885832,0.0338043351426293,220.4,213.9,49058.1780510615,4252.18350644771
"1410","New Haven",0.848602150537634,0.925336597307222,0.915544675642595,0.980799373040752,0.681354110693176,-26.6506129597198,0.86592474827769,0.0338043351426293,220.4,213.9,32448.6763153859,3868.12659360023
"1411","New Haven",0.871161548731642,0.934821428571429,0.901785714285714,0.943363844393593,0.744227353463588,-23.4724137931034,0.948348856900931,0.0338043351426293,220.4,213.9,22706.491390186,3245.44278224186
"1412","New Haven",0.53311851056212,0.706961683756071,0.818672423097679,0.872733865119652,0.504145282273983,-23.931281618887,0.877367424242424,0.0338043351426293,220.4,213.9,23677.1568854882,3324.16561468014
"1413","New Haven",0.581143740340031,0.734357224118316,0.693401592718999,0.870103092783505,0.218115564809995,-21.4788732394366,0.841148325358852,0.0338043351426293,220.4,213.9,31554.4920089555,3833.61723182789
"1414","New Haven",0.541436464088398,0.770263293753227,0.729478575116159,0.873078298176618,0.47719298245614,-23.7706913339825,0.9232602478551,0.0338043351426293,220.4,213.9,46978.4495864293,4256.42664464662
"1415","New Haven",0.382396231969385,0.619287211740042,0.69601677148847,0.754937413073713,0.278592814371257,-27.281789986708,0.764423076923077,0.0338043351426293,220.4,213.9,47345.0138492477,4292.30304960693
"1416","New Haven",0.439543127215439,0.605790645879733,0.684298440979956,0.801574803149606,0.245920745920746,-19.447983014862,0.820465966194609,0.0338043351426293,220.4,213.9,69882.506435421,4411.20544247729
"1418","New Haven",0.858823529411765,0.918597370068879,0.847839699436443,0.936444885799404,0.353298611111111,-22.4615384615385,0.855382967327263,0.0338043351426293,220.4,213.9,54696.5964300779,4419.75108537448
"1419","New Haven",0.97354064375341,1,0.887595343235648,0.980683506686478,0.382460884682248,-19.3950534759358,0.935411190386782,0.0338043351426293,220.4,213.9,57590.68461,4199.7260899695
"1420","New Haven",0.902644230769231,0.973200992555831,0.814888337468983,0.965146299483649,0.295058554698658,-20.1512241958713,0.934601113172542,0.0338043351426293,220.4,213.9,69966.3113559789,4013.29458367368
"1421","New Haven",0.542270531400966,0.603015075376884,0.753768844221105,0.904183535762483,0.278992710404241,-21.4331723027375,0.833798882681564,0.0338043351426293,220.4,213.9,68058.19831,3916.01636
"1422","New Haven",0.816780821917808,0.931034482758621,0.884381338742394,0.954739538855679,0.367693274670019,-20.5791505791506,0.938154138915319,0.0338043351426293,220.4,213.9,75207.6141587079,4081.72343186754
"1423","New Haven",0.305813553491572,0.662044170518747,0.670261941448382,0.813611491108071,0.352020385875501,-22.7249417249417,0.879006772009029,0.0338043351426293,220.4,213.9,48591.8210313936,3640.87516551596
"1424","New Haven",0.307724778387505,0.606872451951078,0.606290040768783,0.837603305785124,0.271264830082445,-25.0568181818182,0.815289648622982,0.0338043351426293,220.4,213.9,53654.0949589709,4065.8737827055
"1425","New Haven",0.314967860422406,0.694685990338164,0.723188405797101,0.88550135501355,0.222766424590441,-23.2488905325444,0.894168466522678,0.0338043351426293,220.4,213.9,39626.524515849,3561.46169395844
"1426.01","New Haven",0.462802509710188,0.680346557227542,0.75421796625627,0.861744966442953,0.462882096069869,-22.9098211025922,0.839265212399541,0.0338043351426293,220.4,213.9,24494.2561301552,2740.18370506684
"1426.03","New Haven",0.430386447856008,0.643641354071363,0.735590118938701,0.890464933018124,0.298750955901096,-20.2467917077986,0.929817099106763,0.0338043351426293,220.4,213.9,24798.2374004682,2838.22211889632
"1426.04","New Haven",0.580727504786216,0.807539682539683,0.8125,0.866096866096866,0.532103037293349,-26.5849875930521,0.900804289544236,0.0338043351426293,220.4,213.9,31084.0219746869,3133.30025117172
"1427","New Haven",0.509197080291971,0.792784865816102,0.84469863616366,0.860731230812169,0.470212765957447,-20.8066220500176,0.835661764705882,0.0338043351426293,220.4,213.9,33061.0690996442,3130.67813867041
"1428","",0.684089162182936,0.982706002034588,0.957273652085453,0.918007662835249,0.737080103359173,-20.973113964687,0.910185185185185,NA,NA,NA,19983.8706996015,2768.49661083953
"1501","Milford",0.733009708737864,0.915002560163851,0.943164362519201,0.945647731916633,0.660432353655574,-24.1623407267579,0.954545454545455,0.0218322798991732,258.8,247.1,27533.691946665,2313.65688151592
"1502","Milford",0.784977908689249,0.953867991483321,0.960255500354862,0.946973486743372,0.556186152099887,-29.1820728291317,0.900319488817891,0.0218322798991732,258.8,247.1,23754.2589631146,2329.49763510454
"1503","Milford",0.62422488631666,0.87312986235787,0.907839616995811,0.964517524881004,0.793882352941176,-21.9515738498789,1,0.0218322798991732,258.8,247.1,21958.0596932087,2237.8846133271
"1504","Milford",0.665881429132313,0.879978757302177,0.93255443441317,0.890335305719921,0.562619502868069,-22.9620739318291,0.925307125307125,0.0218322798991732,258.8,247.1,18473.3222125603,2240.55289542842
"1505","Milford",0.619330224671471,0.939008894536214,0.945362134688691,0.941635840526099,0.888111888111888,-25.3115501519757,0.936904761904762,0.0218322798991732,258.8,247.1,19992.9221121415,2207.21955670632
"1506","Milford",0.72979659153381,0.97062423500612,0.96532027743778,0.950393060449986,0.935363579863269,-27.2372093023256,0.977662544874352,0.0218322798991732,258.8,247.1,24755.4307700659,2248.40769672847
"1507","Milford",0.659174499387004,0.941961307538359,0.974649766511007,0.932642487046632,0.918264840182648,-21.6481122942885,0.987483530961792,0.0218322798991732,258.8,247.1,24473.8053171552,2193.47520578947
"1508","Milford",0.786533665835412,0.951916829109812,0.947368421052632,0.929297392841361,0.810296728379407,-24.1995895330939,0.938414634146342,0.0218322798991732,258.8,247.1,26453.3142701715,2168.27711317208
"1509","Milford",0.828125,0.939473684210526,0.933552631578947,0.950337512054002,0.90594431903687,-23.719450101833,0.966921119592875,0.0218322798991732,258.8,247.1,25092.7114952686,2247.85276969008
"1510","Milford",0.798185941043084,0.98059866962306,0.937915742793792,0.948476702508961,0.847929936305732,-30.2108739837398,0.879142300194932,0.0218322798991732,258.8,247.1,17310.3592795902,2192.19402681213
"1511","Milford",0.747540134645261,0.957919809448194,0.982929734021437,0.948345631992383,0.882916604282078,-26.2966494143285,0.911360347322721,0.0218322798991732,258.8,247.1,21074.9764484192,2132.19269685376
"1512","Milford",0.621424565339316,0.905524419535628,0.962369895916733,0.893743257820928,0.861587301587302,-23.1927319922128,0.97578125,0.0218322798991732,258.8,247.1,23238.9548104028,2154.25328983412
"1541","West Haven",0.49942726231386,0.8521388716677,0.885616862988221,0.862398979157805,0.600695786625435,-21.032914102221,0.929950994522917,0.0345581234003236,239.4,229.9,31774.5970180629,3556.36869684027
"1542","West Haven",0.573685722493536,0.754080118694362,0.851632047477745,0.905323891948597,0.359026963657679,-24.226427622842,0.880470280862182,0.0345581234003236,239.4,229.9,29799.1800812468,2827.63887597237
"1545","West Haven",0.542735042735043,0.851399491094148,0.868702290076336,0.88759367194005,0.374855290576522,-25.2330827067669,0.906783571758191,0.0345581234003236,239.4,229.9,35283.92570592,3438.65538416709
"1546","West Haven",0.563138536984062,0.862385321100917,0.897247706422018,0.897196261682243,0.571428571428571,-22.280701754386,0.900826446280992,0.0345581234003236,239.4,229.9,30583.7532651097,3050.96472024451
"1547","West Haven",0.593152866242038,0.93423019431988,0.944319880418535,0.941354625550661,0.940399339438523,-23.7077330197001,0.979143798024149,0.0345581234003236,239.4,229.9,21887.1266905192,2286.5001960142
"1548","West Haven",0.529925187032419,0.981973434535104,0.955407969639469,0.895313451004261,0.956753870795515,-22.8509933774834,0.948268106162843,0.0345581234003236,239.4,229.9,20673.2128411897,2409.36252462051
"1549","West Haven",0.561183325862842,0.893913043478261,0.900289855072464,0.943714050944947,0.639229910714286,-22.0938818565401,0.945205479452055,0.0345581234003236,239.4,229.9,25591.5516199665,2857.77923007821
"1550","West Haven",0.544303797468354,0.786485218207414,0.839042702956359,0.871977240398293,0.453691769471552,-24.6930567315834,0.8824016563147,0.0345581234003236,239.4,229.9,27694.8677050191,3146.14900184689
"1551","West Haven",0.541611624834874,0.821064552661382,0.860702151755379,0.822068403908795,0.491117791746379,-23.0309218203034,0.923157344485102,0.0345581234003236,239.4,229.9,22273.2438987132,2866.74601126947
"1571","Orange",0.862745098039216,0.978095238095238,0.971428571428571,0.915107913669065,0.778308823529412,-23.0950141110066,0.902837489251935,0.113237905516174,277.1,258.3,25680.0900929653,2328.99908017809
"1572","Orange",0.83867577509196,0.990953947368421,0.969572368421053,0.955244755244755,0.946162657502864,-23.7052810902896,0.934665641813989,0.113237905516174,277.1,258.3,21491.87229673,2235.4578694616
"1573","Orange",0.8532518065592,1,0.988919667590028,0.884884346422808,0.990140424260532,-25.8979456593771,0.943379790940767,0.113237905516174,277.1,258.3,17425.3848515308,2302.32235199275
"1574","Orange",0.844582593250444,0.979933110367893,0.955183946488294,0.913615023474178,0.898241500586166,-23.2766736401674,0.989410986101919,0.113237905516174,277.1,258.3,19369.6429230279,2667.40760817397
"1601","Woodbridge",0.88,0.971317829457364,0.981395348837209,0.988442487616951,0.990890390831619,-24,0.928725701943845,0.0506805329195169,278.2,256.1,14872.9906700309,2663.3629816164
"1602","Woodbridge",0.885793871866295,0.983124397299904,0.971070395371263,0.910643889618923,0.901374885426214,-25.5819434372734,0.935076645626691,0.0506805329195169,278.2,256.1,13936.8122250311,2546.83585723364
"1611","Bethany",0.788216039279869,0.981201044386423,0.954569190600522,0.920943576665604,0.933164281833001,-31.875683558148,0.963764469048817,0.0844370860647559,258.9,246.7,10357.214869661,2390.88254059322
"1651","Hamden",0.700505282498852,0.926670992861778,0.979883192731992,0.849736379613357,0.783414885397888,-21.677033492823,0.958333333333333,0.00387366267031039,249.3,237,26336.5670288173,2932.13411626408
"1652","Hamden",0.955123410620793,0.996157540826129,0.996157540826129,0.959302325581395,0.799429270281288,-19.9739389426657,0.905217391304348,0.00387366267031039,249.3,237,27880.7755471293,2988.551887
"1653","Hamden",0.837022132796781,0.950533462657614,0.939864209505335,0.919413919413919,0.840726658217153,-22.3873517786561,0.986602870813397,0.00387366267031039,249.3,237,26433.2328264368,2792.59026735632
"1654","Hamden",0.808208366219416,0.903397462136717,0.930004093327876,0.90975788701394,0.69305724725944,-23.1071276141699,0.917042042042042,0.00387366267031039,249.3,237,31781.594760956,3431.585331716
"1655","Hamden",0.530170428374021,0.74515393386545,0.804446978335234,0.844630616907845,0.413837283792441,-21.6616390145802,0.881850175967823,0.00387366267031039,249.3,237,33630.000756976,3793.53299659389
"1656","Hamden",0.480644056183625,0.901264591439689,0.931906614785992,0.941140215716487,0.657109647423479,-20.9537976898845,0.906126046716615,0.00387366267031039,249.3,237,26530.9917788355,3152.88903437698
"1657","Hamden",0.680269246949937,0.970159611380985,0.943789035392089,0.92299794661191,0.882261410788382,-21.9910605444941,0.925497752087348,0.00387366267031039,249.3,237,26508.2844115526,3422.62288053947
"1658.01","Hamden",0.77261341497356,0.937878787878788,0.831060606060606,0.915264423076923,0.261531145981931,-30.9036334913112,0.930232558139535,0.00387366267031039,249.3,237,23331.4907192971,2715.48236075842
"1658.02","Hamden",0.758570738773539,0.986329460013671,0.970608339029392,0.94578313253012,0.944334975369458,-23.4591194968553,0.948767833981842,0.00387366267031039,249.3,237,19727.1174887984,2880.23818812627
"1659","Hamden",0.845879838518167,0.979631053036126,0.958493466564181,0.943422913719943,0.972547380156076,-22.0244470314319,0.960856720827179,0.00387366267031039,249.3,237,13896.0643792984,2558.63088036528
"1660.01","Hamden",0.850246845858475,0.973402530003244,0.875121634771327,0.932925206281608,0.476241080916958,-25.4987722529159,0.911321312444576,0.00387366267031039,249.3,237,22177.8362083889,2587.53746428528
"1660.02","Hamden",0.746167718665464,0.970087674058793,0.956162970603404,0.936464838446918,0.930221811460259,-18.5393086570817,0.920265780730897,0.00387366267031039,249.3,237,18387.1815663709,2627.71597645113
"1671","North Haven",0.847156398104265,0.984753065959562,0.971826317533974,0.925773694390716,0.899333081666038,-21.2783720323506,0.941929441148923,-0.0595958585504927,278.5,250,22540.6886026956,2442.1481120756
"1672.01","North Haven",0.648259860788863,0.939001848428835,0.945163277880468,0.957179930795848,0.841567695961995,-22.0320855614973,0.931687715269805,-0.0595958585504927,278.5,250,20963.7641936755,2320.86698878918
"1672.02","North Haven",0.672237697307335,0.961538461538462,0.910989010989011,0.897288414133114,0.865104640582348,-20.2047872340426,1,-0.0595958585504927,278.5,250,18497.5763450112,2247.83324677852
"1673","North Haven",0.566748768472906,0.969783585136791,0.977950183748469,0.930790960451977,0.931296654686204,-23.1664355062413,0.926949280847843,-0.0595958585504927,278.5,250,17959.5695452319,2374.21560589378
"1701","Meriden",0.273474178403756,0.5,0.534626038781163,0.76231884057971,0.0461538461538462,-18.7405159332322,0.823261117445838,0.033868491188195,242.7,227.9,22913.9080844857,2494.18954165714
"1702","Meriden",0.31537708129285,0.500948766603416,0.611005692599621,0.766978922716628,0.2584686774942,-21.0307692307692,0.785394932935917,0.033868491188195,242.7,227.9,22563.4520875289,2500.41002672889
"1703","Meriden",0.268444444444444,0.610340479192938,0.679697351828499,0.760952380952381,0.287625418060201,-21.25,0.840042372881356,0.033868491188195,242.7,227.9,21874.0990500927,2490.64099844728
"1704","Meriden",0.567805953693495,0.933431952662722,0.951183431952663,0.957095709570957,0.579310344827586,-22.1793275217933,0.888304862023653,0.033868491188195,242.7,227.9,14754.28189,2263.28405
"1705","Meriden",0.63941560460056,0.951343836886006,0.97775718257646,0.950929152148664,0.929846262590564,-21.0253493662658,0.974266365688488,0.033868491188195,242.7,227.9,14425.1449524111,2306.48037349192
"1706","Meriden",0.485017421602787,0.798828125,0.9150390625,0.899868247694335,0.731439393939394,-18.7439024390244,0.909413854351687,0.033868491188195,242.7,227.9,16656.311140038,2351.24154077947
"1707","Meriden",0.610540725530459,0.836363636363636,0.904812834224599,0.920962199312715,0.536078579523989,-26.90357439734,0.892175572519084,0.033868491188195,242.7,227.9,20040.9572768057,2473.55514042908
"1708","Meriden",0.490961910910265,0.872156505914468,0.909918107370337,0.884778653729533,0.695708472068073,-22.2836719337848,0.869118228548833,0.033868491188195,242.7,227.9,19866.8901487534,2446.28062130045
"1709","Meriden",0.368482039397451,0.581847649918963,0.727714748784441,0.797592997811816,0.38422903063787,-17.3645320197044,0.711649365628604,0.033868491188195,242.7,227.9,21543.81486,2499.26416
"1710","Meriden",0.323899371069182,0.473365617433414,0.593220338983051,0.814102564102564,0.213847012841988,-23.6976047904192,0.82025819265144,0.033868491188195,242.7,227.9,22269.62922,2489.68515
"1711","Meriden",0.562103034580099,0.921228304405874,0.931909212283044,0.889692585895118,0.854822126259511,-25.9409594095941,0.917892156862745,0.033868491188195,242.7,227.9,20253.371016258,2411.78612610247
"1712","Meriden",0.704145601617796,0.962040332147094,0.94632265717675,0.884968684759917,0.913731306389816,-23.6870588235294,0.995571302037201,0.033868491188195,242.7,227.9,18679.1906636823,2146.61854287705
"1713","Meriden",0.501117568171658,0.859743762643291,0.893459204315577,0.900091240875912,0.711756935270806,-17.9908443540183,0.971821756225426,0.033868491188195,242.7,227.9,20530.8832622283,2407.3167785462
"1714","Meriden",0.328651685393258,0.830882352941176,0.797794117647059,0.849152542372881,0.401567542646381,-24.3089005235602,0.854450261780105,0.033868491188195,242.7,227.9,22319.69096,2474.11114
"1715","Meriden",0.398608881754949,0.725190839694656,0.791348600508906,0.881773399014778,0.264261486278138,-23.1441048034934,0.770084911822338,0.033868491188195,242.7,227.9,21653.7723749872,2427.78112279249
"1716","Meriden",0.539447066756575,0.896700143472023,0.888091822094692,0.937989778534923,0.66597860761869,-22.5609756097561,0.930574098798398,0.033868491188195,242.7,227.9,18469.6286728286,2307.89925390458
"1717","Meriden",0.640089086859688,0.974310776942356,0.993734335839599,0.935768261964736,0.853203982639775,-19.5867579908676,0.93169877408056,0.033868491188195,242.7,227.9,15565.1962371686,2178.88737046976
"1751","Wallingford",0.768085106382979,0.905940594059406,0.900990099009901,0.90573566084788,0.581461562796583,-22.7267759562842,0.901115241635688,0.00480036221254225,246.5,240.2,25673.7028384282,2170.80578615034
"1752","Wallingford",0.514442916093535,0.927021696252465,0.90138067061144,0.894990947495474,0.434220532319392,-20.2347417840376,0.914337240757439,0.00480036221254225,246.5,240.2,24630.3228258348,2192.58296303993
"1753","Wallingford",0.644967880085653,0.844457341845618,0.83865351131747,0.888936170212766,0.765729265967588,-21.9005994005994,0.981766381766382,0.00480036221254225,246.5,240.2,18293.9507533938,2209.26340720304
"1754","Wallingford",0.525934861278649,0.918725974739154,0.915431081823174,0.951714485654304,0.559982293050022,-18.4151877837392,0.979032258064516,0.00480036221254225,246.5,240.2,22394.0234783642,2208.2845419084
"1755","Wallingford",0.769086210946676,0.994685839324789,0.969052829009065,0.965885356231144,0.847834776815456,-23.2081067721206,0.980386147716825,0.00480036221254225,246.5,240.2,18222.4193495663,2312.59813115965
"1756","Wallingford",0.623828125,0.967908309455587,0.95702005730659,0.933721306175234,0.890677134445535,-22.2976011994003,0.935656836461126,0.00480036221254225,246.5,240.2,17570.1721082331,2455.48714790382
"1757","Wallingford",0.69618320610687,0.894736842105263,0.977116704805492,0.948460508701473,0.882378100940975,-23.5320754716981,0.970033296337403,0.00480036221254225,246.5,240.2,16538.420810209,2415.62130387239
"1758","Wallingford",0.731638418079096,0.971851851851852,0.982962962962963,0.931690445309122,0.968167701863354,-22.326230339929,0.958806818181818,0.00480036221254225,246.5,240.2,19511.0849361132,2150.83528402645
"1759","Wallingford",0.649312011900335,0.905679513184584,0.942190669371197,0.89248843004628,0.688081332468094,-19.8513011152416,0.912962962962963,0.00480036221254225,246.5,240.2,17511.7877678221,2231.30776593583
"1760","Wallingford",0.720471362016991,0.981842941443486,0.955061280072628,0.964135021097046,0.986131269150137,-23.3669780054233,0.954506065857886,0.00480036221254225,246.5,240.2,13880.3187196482,2246.54919433074
"1801","East Haven",0.533953722334004,0.908904109589041,0.909246575342466,0.903511053315995,0.755171394799054,-26.0186375321337,0.906832298136646,-0.0113287804694813,244.5,227.5,14492.1531282259,2605.84835201638
"1802","East Haven",0.490387748452265,0.851851851851852,0.908550525834476,0.932602921646746,0.670231048310101,-21.4503968253968,0.913533834586466,-0.0113287804694813,244.5,227.5,21506.0298357111,2747.27682058928
"1803","East Haven",0.474515434314429,0.799171842650104,0.849896480331263,0.932080924855491,0.515139442231076,-18.8901869158878,0.887052341597796,-0.0113287804694813,244.5,227.5,19463.8713920248,2707.36437217765
